char,code
毹,su1
毻,to3
毼,hot5
毽,gien4
毾,tap5
毿,cam1
氂,li2
氃,tung2
氄,yung3
氆,pu3
氈,zien1
氍,ki1
氏,si4
氐,di3
民,min2
氓,men2
气,hi4
氖,nai1
氛,fun1
氟,fut5
氣,hi4
氤,yin1
氦,hoi4
氧,yong1
氨,on1
氫,hin1
氮,tam4
氯,luk6
氲,vun1
氳,vun1
水,sui3
永,yun1
氹,tem2
氾,fam4
氿,gui3
汀,dang1
汀,tin1
汁,zip5
求,kiu2
汊,ca4
汋,zok5
汍,yen2
汎,fam4
汐,sip6
汒,mong2
汔,ngiet5
汕,san4
汗,hon4
汙,vu1
汛,sin4
汜,su4
汝,li3
汞,fung3
江,gong1
池,ci2
污,vu1
汨,met5
汩,yet5
汪,vong1
汭,lui4
汰,tai4
汲,kip5
汴,pien4
汶,vun3
決,giet5
汽,ki4
汾,fun1
沀,si4
沁,cim4
沂,ngi2
沃,vok5
沅,ngien2
沆,hong2
沇,yen3
沈,sim3
沈,cim2
沉,cim2
沌,tun3
沍,fu4
沏,ciet5
沐,muk6
沒,mat6
沒,mut6
沒,mi4
沓,tap6
沔,mien3
沕,vut6
沖,cung1
沙,sa1
沚,zi3
沛,pui4
沜,pan4
沫,mat6
沬,moi4
沭,sut6
沮,zu1
沮,zu3
沰,tok5
沱,to2
河,ho2
沴,li3
沶,yi2
沷,fat5
沸,bui4
油,yiu2
治,ci4
沼,zau3
沽,gu1
沾,zam1
沿,yen2
況,kong3
泂,gen3
泃,gi4
泄,yi4
泅,ciu2
泉,can2
泊,pok6
泌,bi4
泐,let6
泓,fen2
泔,gam1
法,fap5
泖,mau3
泗,si4
泙,pin2
泚,cu3
泛,fam4
泛,pang4
泜,di3
泝,sok5
泞,cu1
泡,pau1
泡,pau1
泡,pau4
波,bo1
泣,kip5
泥,lai2
注,zu4
泫,hien3
泬,hiet6
泭,fu1
泮,pan4
泯,min3
泰,tai4
泱,yong1
泲,zi4
泳,yun3
泵,bam1
洄,fui2
洈,ngui2
洊,zien4
洋,yong2
洌,liet6
洎,ki4
洏,yi2
洑,fuk6
洒,sa3
洗,se3
洙,zu1
洚,gong4
洛,lok6
洞,tung4
洟,yi2
洢,yi1
津,zin1
洧,vui3
洩,siet5
洪,fung2
洫,hit5
洬,suk5
洭,kiong1
洮,tau2
洯,giet5
洱,ngi3
洲,ziu1
洳,yi2
洴,pin2
洵,sun2
洶,hiung1
洸,gong1
洹,yen2
洺,miang2
活,fat6
洼,va1
洽,giap5
派,pai4
洿,vu1
流,liu2
浙,ziet5
浚,zun4
浞,zok5
浠,hi1
浡,put6
浦,pu3
浩,hau3
浪,long4
浬,li1
浮,feu2
浯,ng2
浴,yuk5
海,hoi3
浸,zim4
浸,kim4
浹,hiap6
浺,cung1
浼,mien3
浽,sui1
涂,tu2
涅,ngiap5
涇,gin1
消,siau1
涉,siap5
涊,ngiun3
涌,yung3
涎,yen2
涑,suk5
涒,dun1
涓,gien1
涔,cem2
涕,ti4
涘,su4
涪,feu2
涮,sot5
涯,ngai2
液,yit6
涴,von3
涵,ham2
涷,dung1
涸,kok5
涼,liong2
涽,fun1
涿,dok5
涿,duk5
淀,tien4
淂,det5
淄,zu1
淅,sit5
淆,ngau2
淇,ki2
淈,gut5
淋,lim2
淌,cong3
淑,suk6
淒,ci1
淖,lau4
淘,tau2
淙,cung1
淚,lui4
淜,pen2
淜,pin2
淝,pui2
淞,sung2
淟,tien3
淠,pi4
淡,tam4
淡,tam1
淢,vet5
淤,yi1
淥,luk6
淦,gam4
淨,ciang4
淩,lin2
淪,lun2
淫,yim2
淬,cui4
淮,fai2
淯,yuk5
淰,ngiam4
深,cim1
淳,sun2
淵,yen1
淶,loi2
混,fun3
淹,yam1
淺,cien3
添,tiam1
淼,miau3
清,cin1
渙,fon4
渚,zu3
減,gam3
渜,lon1
渝,yi2
渟,tin2
渠,ki2
渡,tu4
渢,fung1
渣,za1
渤,put6
渥,vok5
渦,vo1
渧,di4
渨,voi1
渫,siet5
測,cet5
渭,vui4
渮,ho2
港,gong3
渰,yam1
渲,sien4
渴,hot5
游,yiu2
渹,vang1
渺,miau3
渻,sen3
渾,fun2
渾,vun2
湃,bai4
湄,mi2
湅,lien4
湆,kip5
湊,ceu4
湋,vui2
湍,ton1
湎,mien3
湑,si1
湓,pun2
湔,zien1
湖,fu2
湘,siong1
湛,zam3
湛,dam1
湜,cit6
湝,gai1
湞,zin1
湟,fong2
湢,bit5
湧,yung3
湩,dung3
湫,ziu1
湫,ciu1
湫,ziu3
湮,yin1
湯,tong1
湱,vak6
湲,yen2
湴,pan4
溉,goi4
源,ngien2
溓,liam2
溔,yau3
準,zun3
溘,hap6
溜,liu4
溜,liu1
溝,geu1
溞,sau1
溟,men2
溟,men3
溠,za4
溡,si2
溢,yit5
溥,pu3
溦,mi2
溧,lit6
溪,kai1
溫,vun1
溮,su1
溯,sok5
溰,ki2
溱,zin1
溲,seu3
溳,yun2
溴,ciu4
溶,yung2
溷,fun4
溺,lit6
溼,sip5
溽,yuk6
滀,hiuk5
滁,cu2
滂,pong2
滃,vung3
滄,cong1
滅,miet6
滆,het5
滇,tien2
滈,hau3
滉,fong3
滋,zu1
滌,tit6
滎,yin2
滑,vat6
滓,zi3
滔,tau1
滕,ten2
滫,seu1
滬,fu4
滭,bit5
滮,biau1
滯,ce4
滲,sim4
滴,tit6
滴,tit6
滴,dit6
滷,lu1
滸,fu3
滹,fu1
滻,san3
滾,gun3
滿,man1
滿,mun1
漀,kin4
漁,ng2
漂,piau1
漂,piau4
漅,cau2
漆,cit5
漉,luk6
漊,leu3
漏,leu4
漓,li2
演,yen1
漕,cau2
漘,sun2
漙,ton2
漚,iu4
漠,mok5
漢,hon4
漣,lien2
漥,va1
漦,li2
漩,sien2
漪,yi1
漫,man4
漬,zit5
漬,zi4
漯,tap5
漰,pen1
漱,seu4
漲,zong4
漳,zong1
漵,si4
漷,gok5
漸,ciam4
漻,liau2
漼,cui1
漾,yong4
漿,ziong1
潀,cung2
潁,yin3
潎,pi4
潏,lut6
潑,pat5
潒,tong4
潔,giet5
潕,vu3
潗,sip6
潘,pan1
潚,suk5
潛,ciam2
潝,hip5
潞,lu4
潟,sit5
潠,sun4
潢,vong2
潣,men3
潤,yun4
潦,lau3
潦,liau3
潬,tan1
潭,tam2
潮,cau2
潯,cim2
潰,kui4
潲,sau4
潷,bit5
潸,san3
潺,can2
潼,tung2
潾,lin2
澀,sep5
澀,giap5
澂,cin2
澄,cin2
澆,hiau1
澇,lau4
澈,ciet5
澉,gam3
澌,su1
澍,su4
澎,pang2
澐,yun2
澒,fung3
澗,gan4
澞,ngi2
澠,mien3
澠,sin2
澡,cau4
澤,cak6
澥,hai4
澦,yi4
澧,li4
澨,ci4
澩,hok6
澭,yung1
澮,kai4
澱,tien4
澳,au4
澶,sien2
澹,tam4
澼,pit5
激,git5
濁,cuk6
濁,kuk6
濁,gang3
濂,liam2
濃,ngiung2
濆,fun2
濇,sep5
濈,cip5
濊,ve4
濋,co3
濎,din3
濔,li3
濕,sip5
濘,len2
濛,mung2
濜,cin4
濟,zi4
濠,hau2
濡,yi2
濤,tau2
濩,vok6
濫,lam4
濬,zun4
濮,puk6
濯,cok6
濰,vui2
濱,bin1
濺,zien4
濼,lok6
濾,li4
濿,li4
瀁,yong4
瀆,tuk6
瀉,sia4
瀋,sim3
瀌,biau1
瀍,cien2
瀏,liu2
瀑,puk6
瀕,pin2
瀘,lu2
瀚,hon4
瀛,yin2
瀜,yung2
瀝,lak5
瀝,lit6
瀟,siau1
瀣,hai4
瀧,lung2
瀨,lai4
瀯,yin2
瀰,li2
瀲,liam4
瀵,bun4
瀷,yit6
瀸,ziam1
瀹,yok5
瀼,siong1
瀾,lan2
瀿,fan2
灂,ziok5
灃,fung1
灄,ngiap5
灉,yung1
灊,siam2
灌,gon4
灑,sa3
灒,zan4
灘,tan1
灝,hau3
灞,ba4
灢,long4
灣,van1
灤,lan2
灨,gam4
灩,yam3
火,fo3
灰,foi1
灴,fung2
灶,zau4
灸,giu4
灺,sia3
灼,zok5
災,zai1
炆,mun1
炊,cui1
炎,yam2
炒,cau3
炔,gui4
炕,kong4
炘,hiun1
炙,zak5
炫,hien4
炬,gi3
炭,tan4
炮,pau4
炯,gen3
炰,pau2
炱,toi2
炳,biang3
炵,tung1
炷,zu4
炸,za4
為,vui2
為,vui4
烈,liet6
烊,yong2
烋,hau1
烏,vu1
烏,vu2
烔,dung4
烘,fung2
烙,lok6
烚,hap6
烚,sap6
烜,sien1
烝,zin1
烤,kau3
烰,feu2
烳,pu3
烹,pen1
烺,long4
烽,fung1
焀,fuk6
焄,hiun1
焉,yen1
焊,hon4
焌,zun4
焓,hem2
焗,kiuk6
焗,guk6
焙,poi4
焚,fun2
焜,fun3
焞,sun2
焠,cui4
無,vu2
焦,ziau1
焯,zok5
焰,yam4
焱,yam4
焲,yit6
然,yen2
煁,sim2
煄,zung3
煇,fui1
煉,lien4
煋,sen1
煌,fong2
煍,ziau3
煎,zien1
煒,vui3
煓,ton2
煖,lon1
煙,yen1
煜,yuk5
煞,sat5
煠,sap6
煠,za4
煢,kiun2
煣,yiu2
煤,moi2
煥,fon4
煦,hi1
照,zau4
煨,voi1
煩,fan2
煪,ciu2
煬,yong2
煮,zu3
煲,bau1
煻,tong2
煽,sien4
熀,ngiap5
熄,sit5
熅,vut5
熇,kok5
熊,yung2
熏,hiun1
熒,yin2
熔,yung2
熙,hi1
熚,bit5
熟,suk6
熠,yip6
熨,yun4
熬,ngau2
熯,hon4
熰,iu1
熱,ngiet6
熲,gen3
熹,hi1
熻,hip5
熾,ci4
燀,sien4
燂,tam2
燃,yen2
燄,yam4
燈,den1
燉,dun1
燋,ziau4
燎,liau4
燐,lin2
燒,sau1
燔,fan1
燕,yen4
燕,yen1
燖,cim2
燙,tong4
燜,mun4
營,yang2
營,yin2
燠,yuk5
燥,cau4
燥,zau1
燦,can3
燧,sui4
燬,fui3
燭,zuk5
燮,siet5
燴,fui4
燶,lung1
燹,sien3
燻,hiun1
燼,zin4
燾,tau2
燿,yau4
爁,lam3
爆,bau4
爇,ngiet6
爍,sok5
爐,lu2
爓,yam4
爚,yok5
爛,lan4
爝,ziok5
爟,gon4
爨,cun4
爪,zau3
爬,pa2
爭,zang1
爭,zang1
爰,yen1
爵,ziok5
父,fu4
爸,ba1
爹,dia1
爺,ya2
爻,ngau2
爽,song3
爾,li3
爿,ciong2
牀,cong2
牂,zong1
牄,ciong1
牆,siong2
片,pien3
片,pien4
片,pien3
片,pien4
版,ban3
牉,pan4
牋,zien1
牌,pai2
牒,tiap6
牓,bong3
牖,yiu3
牘,tuk6
牙,nga2
牚,cang1
牛,ngiu2
牝,pi3
牟,meu2
牠,ta1
牡,meu3
牢,lau2
牣,ngiun4
牧,muk6
物,vut6
牮,zien4
牯,gu3
牲,sang1
牴,di3
牶,kien4
牷,cien2
牸,ci4
特,tet6
特,tit6
牻,mang2
牼,gin1
牽,kien1
牾,ngu4
牿,guk5
犀,si1
犁,lai2
犄,yi1
犅,gong1
犆,tit6
犉,sun2
犍,gien1
犍,kien2
犎,fung1
犒,gau3
犖,lok5
犗,gai4
犘,ma2
犛,li2
犝,tung2
犢,tuk6
犧,hi1
犨,ciu2
犬,kien3
犮,pat6
犯,fam1
犯,fam4
犴,hon4
犴,ngan4
犵,get5
犺,kong3
狀,cong4
狁,yun3
狂,kong2
狃,ngiu3
狄,tit6
狉,pi1
狌,sang1
狎,ap5
狐,fu2
狒,fui4
狖,yiu4
狗,geu3
狘,yet6
狙,zu1
狠,hen3
狡,gau3
狤,git5
狨,yung2
狩,siu3
狴,pi4
狶,hi1
狷,gien4
狸,li2
狹,kiap6
狺,ngiun2
狻,son1
狼,long2
狽,bui4
猇,hau1
猊,ngi2
猋,biau1
猓,go3
猖,cong1
猗,yi1
猙,zen1
猛,mang1
猜,cai1
猝,cut5
猢,fu2
猥,voi1
猧,vo1
猩,sin1
猭,con2
猰,at5
猱,yiu2
猲,hiet5
猴,heu2
猶,yiu2
猷,yiu2
猺,yau2
猻,sun1
猾,vat6
猿,yen2
獃,ngoi2
獄,ngiuk6
獅,su1
獍,gin4
獎,ziong3
獐,ziong1
獒,ngau2
獗,kiet5
獘,bi4
獝,git5
獞,tung2
獠,liau2
獧,gien4
獨,tuk6
獪,kai4
獫,hiam3
獬,hai4
獮,sien3
獯,hiun1
獰,len2
獲,vet6
獳,leu3
獵,liap6
獷,kang3
獸,ciu4
獺,cat5
獻,hien4
玀,lo2
玁,hiam3
玃,kiok5
玄,hien2
玅,miau3
率,sut5
玈,lu2
玉,ngiuk6
王,vong2
玎,den1
玓,dit5
玔,con4
玕,gon1
玖,giu3
玟,min2
玠,gai4
玦,giet5
玩,van4
玩,van2
玫,moi2
玲,lin2
玳,toi4
玷,diam4
玻,bo1
玼,cu3
珀,pak5
珂,ko1
珈,ga1
珊,san1
珌,bit5
珍,zin1
珓,gau4
珙,giung3
珞,lok6
珠,zu1
珣,sun2
珥,ngi3
珧,yau2
珩,hang2
珪,gui1
班,ban1
珮,pui4
珵,cin2
珶,ti4
珼,bui4
珽,tin3
現,hien4
琀,ham2
球,kiu2
琅,long2
理,li1
琇,siu4
琉,liu2
琊,ya2
琖,zan3
琚,gi1
琛,cim1
琠,tien4
琢,dok5
琥,fu3
琦,ki2
琨,kun1
琪,ki2
琫,bung3
琬,van3
琮,cung1
琯,gon3
琰,yam3
琱,diau1
琲,pui4
琳,lim2
琴,kim2
琵,pi2
琶,pa2
琺,fap5
琿,fun2
瑀,yi3
瑁,mau4
瑄,sien1
瑑,con4
瑕,ha2
瑗,yen4
瑙,lau3
瑚,fu2
瑛,yin1
瑜,yi2
瑞,sui4
瑟,set5
瑢,yung2
瑣,so3
瑤,yau2
瑩,yin2
瑪,ma1
瑯,long2
瑰,gui4
瑰,gui1
瑱,tien4
瑲,cong1
瑳,co2
瑹,su1
瑽,cung2
瑾,giun3
瑿,yi1
璀,cui3
璁,cung1
璃,li2
璅,zau3
璆,kiu2
璇,sien2
璈,ngau2
璉,lien3
璊,mun2
璋,zong1
璐,lu4
璗,tong4
璘,lin2
璜,vong2
璞,pok5
璟,gin3
璠,fan1
璡,zin4
璣,gi1
璥,gin3
璦,oi4
璧,bit5
璨,can4
璩,ki2
璪,cau4
璫,dong1
環,van2
璱,sit5
璲,sui4
璵,yi2
璺,mun4
璽,sai3
璿,sien2
瓀,ngion3
瓅,lit6
瓊,kiun2
瓏,lung2
瓔,yin1
瓖,siong1
瓘,gon4
瓚,zan4
瓛,fon2
瓜,ga1
瓞,diet5
瓟,pau2
瓠,pu2
瓠,pu2
瓢,piau4
瓣,pan4
瓤,long2
瓤,lang2
瓦,nga3
瓦,nga1
瓮,vung4
瓴,lin2
瓶,pin2
瓷,cu2
瓻,hi1
瓽,dong4
瓿,peu3
甃,ziu4
甄,zin1
甈,hi4
甋,dit5
甌,iu1
甍,men2
甏,pang4
甑,zen4
甒,vu3
甓,pit5
甔,dam1
甕,vung4
甗,hien4
甘,gam1
甚,sim4
甜,tiam2
生,sang1
生,sang1
甡,sin1
產,san3
甥,sang1
甦,su1
用,yung4
甩,lot5
甫,pu3
甫,pu3
甬,yung3
甭,bung3
甯,len2
田,tien2
由,yiu2
甲,gap5
申,sin1
甴,cat6
男,lam2
甸,tien4
町,tin3
甾,zu1
甾,zu1
甿,men2
畀,bin1
畇,yun2
畈,fan4
畋,tien2
界,gai4
畎,kien3
畏,vui4
畔,ban3
留,liu2
畚,bun4
畜,hiuk5
畜,kiuk5
畝,meu1
畟,zit5
畢,bit5
畤,su4
略,liok6
畦,gui1
番,fan1
番,pan1
番,fon1
畫,fa4
畫,vak6
畫,fa4
畬,cia2
畯,zun4
異,yi4
當,dong1
當,dong4
畷,dot5
畸,ki1
畹,van3
畽,ton3
畾,lui2
畿,gi1
疄,lin2
疆,giong1
疇,ciu2
疊,tiap6
疋,pit5
疏,so1
疏,so4
疐,zi4
疑,ngi2
疔,dang1
疘,gung1
疙,ngiet5
疚,giu4
疝,san4
疢,zin3
疣,yiu2
疤,ba1
疥,gai4
疫,yit6
疲,pi2
疳,gam1
疵,cu1
疶,siet5
疹,zin3
疺,fat6
疻,zi3
疼,ten2
疽,zu1
疾,cit6
疿,fui4
痀,gi1
痂,ga1
痄,za4
病,piang4
症,zin4
痊,cien2
痌,tung2
痍,yi2
痎,hoi2
痏,vui3
痐,fui2
痑,tan3
痒,yong2
痒,yong1
痔,ci4
痕,hen2
痗,mui3
痘,teu4
痙,gin4
痚,hiau1
痛,tung4
痞,pi3
痟,siau1
痠,son1
痡,pu2
痢,li4
痣,zi4
痤,coi2
痧,sa1
痯,gon3
痰,tam2
痱,fui1
痲,ma2
痳,lim2
痴,ci1
痵,gui4
痹,bi4
痺,bi1
痼,gu4
痾,o1
痿,vui3
瘀,yi3
瘁,cui4
瘈,ke4
瘈,ze4
瘉,yi4
瘊,heu2
瘋,fung1
瘌,lat6
瘍,yong2
瘏,tu2
瘓,fon4
瘕,ha2
瘖,yim1
瘙,sau4
瘚,ket5
瘜,sit5
瘝,gan1
瘞,yi4
瘟,vun1
瘠,zit5
瘡,cong1
瘢,ban1
瘣,fui4
瘤,liu2
瘥,cai4
瘥,co2
瘦,seu4
瘧,ngiok5
瘨,dien1
瘩,dap5
瘰,lo3
瘲,zung3
瘳,ciu1
瘴,zong4
瘵,zai4
瘸,kio2
瘺,leu4
瘼,mok6
療,liau2
癃,lung2
癆,lau2
癈,fui4
癉,tan3
癌,ngam2
癐,kioi4
癖,pit5
癗,lui3
癘,li4
癙,cu3
癟,piet6
癠,zi4
癡,ci1
癢,yong1
癤,ziet5
癥,zin1
癩,lai4
癩,lat5
癬,sien3
癭,yin1
癮,yin3
癰,yung1
癱,tan1
癲,dien1
癵,lan2
癸,gui4
登,den1
發,fat5
發,bot5
白,pak6
百,bak5
癿,ga1
皁,cau4
皂,cau4
的,dit5
的,dit6
皆,gai1
皇,fong2
皈,gui1
皋,gau1
皎,gau3
皓,hau3
皖,van3
皚,ngoi2
皛,kiau1
皜,hau4
皞,hau4
皤,po2
皦,giau3
皪,lit6
皫,piau3
皭,ziok5
皮,pi2
皰,piau4
皴,zun1
皵,siak5
皸,giun1
皺,zeu4
皺,ziu4
皻,za1
皽,zien3
皿,men3
盂,yi2
盃,bui1
盅,zung1
盆,pun2
盈,yin2
盈,yin4
盉,fo2
益,yit5
盍,hap6
盎,ong4
盒,hap6
盔,kui1
盛,sang4
盛,sin4
盛,sin2
盜,tau4
盝,luk5
盞,zan3
盟,men2
盡,cin4
監,gam1
監,gam4
盤,pan2
盥,gon4
盦,am1
盧,lu2
盪,tong4
盬,gu3
盭,lui4
目,muk6
目,muk5
盯,dang1
盰,gon3
盱,hi1
盲,mang2
直,cit6
相,siong1
相,siong4
盹,zun1
盺,hiun1
盻,hi4
盼,pan4
盾,tun3
省,sen3
省,sin3
眅,ban1
眇,miau3
眈,dam1
眉,mi2
眊,mau4
看,kon4
看,kon4
眑,miau3
眕,zin3
眚,sen3
眛,mui4
眝,du3
真,zin1
眠,min2
眠,mien2
眢,van1
眣,diet5
眥,zu1
眥,zu1
眨,ngiap5
眩,hien4
眯,mi1
眯,mi4
眴,sun4
眵,ci1
眶,kiong1
眷,gien4
眸,meu2
眹,cin4
眺,tiau4
眼,ngan3
眽,mak5
眾,zung4
着,cok6
着,zok5
着,cok6
睅,hon3
睆,gon3
睇,ti4
睊,gien1
睍,hien3
睎,hi1
睏,kun4
睒,sam3
睖,lin2
睚,ngai2
睛,zin1
睜,zang1
睞,loi3
睟,cui4
睠,gien3
睡,soi4
睢,cui1
督,duk5
睥,pi3
睦,muk5
睧,fun1
睨,ngi4
睪,yit6
睫,ciap6
睬,cai3
睯,men3
睹,du3
睼,ti4
睽,kui2
睾,yit6
睿,yui4
瞀,meu4
瞄,miau2
瞇,mi1
瞋,zin1
瞌,kap5
瞍,seu3
瞎,hat5
瞑,men2
瞕,zong4
瞙,mok5
瞚,sun4
瞞,man2
瞟,piau3
瞠,tong2
瞢,mung2
瞥,pet5
瞧,ziau2
瞨,puk6
瞪,cin2
瞫,sim3
瞬,sun4
瞭,liau2
瞭,liau3
瞰,kam4
瞳,tung2
瞶,gui4
瞷,gan4
瞻,zam1
瞽,gu3
瞿,ki3
矂,sau1
矇,mung2
矍,kiok5
矓,lung2
矗,cuk5
矙,kam4
矚,zuk5
矛,mau2
矜,gim1
矞,yut6
矢,ci3
矣,yi3
知,di1
知,zi1
知,zi4
矧,yin3
矩,gi3
矬,co2
短,don3
矮,ai3
矯,giau3
矰,zen1
矱,vok5
石,sak6
矸,gon4
矹,ngut5
矻,kut5
矼,gong1
矽,cit6
砂,sa1
砅,li4
砆,fu1
砉,vak6
砌,ci4
砍,kam3
砍,kam4
砎,gai4
砑,nga4
砒,pi1
砒,pai1
研,ngan3
研,ngan2
砝,fap5
砠,zu1
砢,lo3
砣,to2
砥,di3
砦,cai4
砧,zem1
砫,zu3
砬,lip6
砭,bien1
砮,lu4
砯,pin1
砰,pin2
砲,pau4
破,po4
砸,zap5
硃,zu1
硈,kat5
硉,lut6
硌,lok6
硍,han4
硎,hin2
硐,tung2
硜,gin1
硝,siau1
硞,kok6
硠,long2
硤,kiap6
硨,ca1
硩,ciet5
硪,ngo2
硫,liu2
硬,ngang4
硭,mong2
硯,yen4
硼,pen2
硾,cui2
硿,kung1
碆,po2
碇,dang4
碉,diau1
碌,luk5
碎,sui4
碏,sit5
碑,bi1
碓,doi4
碔,vu3
碕,ki2
碖,lun2
碗,von3
碘,dien3
碞,ngam2
碟,tiap6
碡,tuk6
碣,giet5
碥,bien3
碧,bit5
碨,voi1
碩,sak6
碪,zem1
碫,ton4
碭,tong4
碰,pung4
碳,tan4
確,kok5
碼,ma1
碾,ngien3
磁,cu2
磄,tong2
磅,pong4
磈,vui3
磉,song3
磊,lui3
磋,co1
磌,tien2
磏,liam2
磐,pan2
磑,koi3
磕,kap6
磚,zon1
磛,cam2
磝,ngau2
磟,luk6
磡,ham4
磢,song3
磣,cam3
磧,zak5
磧,zit5
磨,mo2
磨,mo4
磪,cui1
磬,kin4
磯,gi1
磲,ki2
磳,zen1
磴,den4
磷,lin2
磺,vong2
磻,pan2
磼,cap6
磽,kau1
磾,dai1
礁,ziau1
礎,co3
礐,kok5
礓,giong1
礙,ngoi4
礜,yi4
礞,mung2
礣,met6
礤,cat5
礥,hien2
礦,kang3
礧,lui4
礪,li4
礫,lit6
礬,fan2
礱,lung2
礵,song1
示,si4
礽,yin2
社,sa1
礿,yok5
祀,su4
祁,ki2
祅,yau1
祆,hien1
祇,ki2
祇,zit5
祈,ki2
祉,zi3
祋,dai4
祏,sak6
祐,yiu4
祓,fut5
祔,fu4
祕,bi4
祖,zu3
祗,di3
祚,cu4
祛,ki1
祜,fu3
祝,zuk5
神,sin2
祟,sui4
祠,cu2
祡,cai2
祣,li3
祥,siong2
祧,tiau1
票,piau4
祩,zu1
祫,hap6
祭,zi4
祲,cim1
祳,sin4
祴,goi1
祹,tau2
祺,ki2
祼,gon4
祿,luk5
禁,gim4
禁,gim1
禂,dau3
禋,yen1
禍,fo4
禎,zin1
福,fuk5
禓,yong2
禔,ti2
禕,yi1
禖,moi2
禚,zok5
禛,zin1
禜,yin4
禡,ma4
禡,nga2
禦,ngi4
禧,hi1
禨,gi1
禪,sam2
禪,sien4
禫,tam2
禫,tam3
禬,kai4
禮,li1
禰,li3
禱,dau3
禳,yong2
禴,yok5
禶,zan4
禸,ngeu3
禹,yi3
禺,ngi2
离,li2
禽,kim2
禾,vo2
禿,tuk5
秀,siu4
私,su1
秅,ca2
秈,sien1
秉,bin3
秋,ciu1
种,cung1
秏,hau4
科,ko1
秒,miau3
秘,bi4
秜,li2
秝,lit6
租,zu1
秠,pi1
秣,mat5
秤,cin4
秦,cin2
秧,yong1
秩,zit5
秪,zi1
秫,sut6
秬,ki3
秭,zi3
秷,cit6
移,yi2
稀,hi1
稂,long2
稃,fu1
稅,soi4
稈,gon3
稊,ti2
程,cang2
程,cin2
稌,tu2
稍,sau1
稐,lun3
稑,luk6
稓,cok6
稔,lem3
稔,lim3
稕,zun4
稗,pai4
稘,ki2
稙,cit6
稚,ci4
稜,lin2
稞,ko1
稟,bin3
稠,ciu2
稠,leu2
稨,bien1
種,zung3
種,zung4
稯,zung1
稱,cin1
稷,zit5
稻,tau1
稼,ga4
稽,ki1
稽,ki3
稿,gau3
穀,guk5
穄,zi4
穆,muk6
穇,cam1
穈,mun2
穊,gi4
穌,su1
積,zit5
穎,yin3
穗,sui4
穜,tung2
穟,sui4
穠,ngiung2
穡,sit5
穢,ve4
穧,zi4
穩,vun3
穫,vok6
穬,kang3
穮,biau1
穰,yong2
穱,ziok5
穴,hiet6
穵,vat5
究,giu4
穸,sip6
穹,giung1
空,fung1
空,kung1
穿,con1
窀,tun2
突,tut6
窄,zak5
窅,yau3
窆,bien3
窈,miau3
窊,va1
窋,zot5
窒,cit6
窕,tiau4
窖,gau4
窗,cung1
窘,kiun3
窞,tam3
窟,fut5
窠,ko1
窣,cut5
窨,yim4
窩,vo1
窪,va1
窬,yi2
窮,kiung2
窯,yau2
窱,tiau3
窳,yi3
窴,tien2
窵,diau4
窶,ki3
窶,leu2
窺,gui1
窿,lung1
竀,cang1
竁,cui4
竄,con4
竅,kiau4
竇,deu4
竊,ciap5
立,lip6
竑,fen2
站,zam4
竟,gin3
章,zong1
竣,zun4
童,tung2
竦,sung3
竫,cin4
竭,kiet5
端,don1
競,gin4
竹,zuk5
竺,zuk5
竻,let5
竽,yi1
竿,gon1
笄,gi1
笆,ba1
笈,kip5
笊,gu1
笏,fut5
笐,hong2
笑,siau4
笙,sang1
笛,tak6
笝,lap6
笞,ci1
笠,lip5
笢,min2
笤,tiau2
笥,su4
符,fu2
符,pu2
笨,bun4
笨,pun1
笪,dat5
笫,zi3
第,ti4
笭,lin2
笮,zak5
笮,cok6
笰,fut5
笱,geu3
笲,fan2
笳,ga1
笴,ko3
笸,po3
筀,gui4
筄,yau4
筅,sien3
筆,bit5
筇,kiung2
筈,gat5
等,den3
筊,gau3
筋,gin1
筌,cien2
筍,sun3
筎,yi2
筏,fat6
筐,kiong1
筑,zuk5
筒,tung2
答,dap5
策,cak5
筠,yun2
筤,long2
筥,gi3
筦,gon3
筧,gan3
筩,tung2
筭,son4
筮,ci3
筲,sau1
筴,giap5
筵,yen2
筶,gau3
筷,kai4
箂,loi2
箄,bi1
箅,bi4
箇,go4
箋,zien1
箌,zau4
箍,ku1
箏,zen1
箐,zin1
箑,ciap6
箔,pok6
箕,gi1
箖,lim2
算,son4
箘,kiun3
箙,fuk6
箜,kung1
箝,kiam2
箠,cui2
箠,sui2
管,gon3
箬,ngiok5
箭,zien4
箯,bien1
箱,siong1
箴,zim1
箵,sen3
箷,si1
箸,cu4
箾,siau1
節,ziet5
篁,fong2
範,fam4
篆,con4
篇,pien1
築,zuk5
篋,giap5
篌,heu2
篔,yun2
篘,ciu1
篙,gau1
篚,fui3
篝,geu1
篡,con4
篤,duk5
篥,lit6
篦,bi4
篧,zok5
篨,cu2
篩,si1
篪,ci2
篱,li2
篲,sui4
篳,bit5
篷,pung2
篸,sem1
篾,met6
簀,zit5
簁,si1
簆,keu4
簇,cuk6
簉,cau4
簋,gui3
簌,suk5
簍,leu3
簎,cok5
簏,luk6
簙,bok5
簜,tong3
簝,liau2
簞,dan1
簟,tiam3
簠,pu3
簡,gan3
簣,kui4
簦,den1
簧,vong2
簨,sun3
簪,zam1
簫,siau1
簰,pai2
簳,gon4
簷,yam2
簸,bo4
簹,dong1
簽,ciam1
簾,liam2
簿,pu1
簿,pu4
籀,ciu4
籃,lam2
